Data da coleta;Esfera; Município/UF;UF;pasta;contratante;Objeto;Descrição do objeto;Número do processo;Contrato;Número da Dispensa / Pregão;Favorecido;CNPJ ;Valor Total Contratado;Qual a quantidade discriminada?;Valor unitário (item) Contratado;Unidade de Medida;fonte da pesquisa;portal de transparência específico do Covid19;Descrição Resumida;ITEM_PADRONIZADO;MEDIDA_PADRONIZADA;PRECO_UNITARIO_PADRONIZADO;QUANTIDADE_PADRONIZADA
10/04/2020;Estadual;---/SC;SC;Saúde;GOVERNO DE SC;Aquisição de Insumos;AQUISIÇÃO EMERGENCIAL DE ÁLCOOL 70% de 1 litro;;;700/2020.;BMI PROSPER EIRELI EPP;14.012.375/0001-86;R$ 545.000,00;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.; Litro;PUBLICADO NO DIÁRIO OFICIAL DE SC DE 03 DE ABRIL DE 2020 e http://www.transparencia.sc.gov.br/documentos/extrato/doc/empenho?empenhofiltro[]=480091|2020NE010434;http://transparenciacovid19.sc.gov.br/consultas;Álcool;alcool;1 litro;NA;NA
10/04/2020;Estadual;---/SC;SC;Saúde;GOVERNO DE SC;Aquisição de Insumos;Aquisição emergencial de máscaras cirúrgicas. ;;;673/2020;EDERA DISTRIBUIDORA DE MEDICAMENTOS LTDA;26.291.613/0001-19 ;R$ 2.080.000,00;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;;PUBLICADO NO DIÁRIO OFICIAL DE SC DE 03 DE ABRIL DE 2020 e http://www.transparencia.sc.gov.br/documentos/extrato/doc/empenho?empenhofiltro[]=480091|2020NE010352;http://transparenciacovid19.sc.gov.br/consultas;Máscara Cirúrgica;mascara;1 unidade;NA;NA
10/04/2020;Estadual;---/SC;SC;Saúde;GOVERNO DE SC;Aquisição de Bens;Aquisição emergencial de monitores multiparâmetros, ventiladores pulmonares e camas hospitalares;;;670/2020.;EDERA DISTRIBUIDORA DE MEDICAMENTOS LTDA;26.291.613/0001-19 ;R$ 3.453.100,00;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;;PUBLICADO NO DIÁRIO OFICIAL DE SC DE 03 DE ABRIL DE 2020 e http://www.transparencia.sc.gov.br/documentos/extrato/doc/empenho?empenhofiltro[]=480091|2020NE009969 e http://www.transparencia.sc.gov.br/documentos/extrato/doc/empenho?empenhofiltro[]=480091|2020NE009970 ;http://transparenciacovid19.sc.gov.br/consultas;Material Hospitalar;monitor;1 unidade;NA;NA
10/04/2020;Estadual;---/SC;SC;Outras;GOVERNO DE SC;Contratação de Serviços;Fornecimento de hospital de campanha com 100 leitos de UTI para tratamento de pacientes com COVID-19, incluindo equipamentos, pessoal, estruturas físicas (com as adequações necessárias de locais preexistentes ou em estruturas completas), manutenção, operacionalização, insumos e outros para um período de funcionamento de até 180 (cento e oitenta) dias, em regime de 24 (vinte e quatro) horas por dia, de casos de coronavírus e/ou síndromes respiratórias agudas que necessitem de internação.;;;nº 001/DC/2020;Hospital Psiquiátrico Espírita - MAHATMA GANDHI;47.078.019/0001-14;R$ 76.944.253,58;;;;PUBLICADO NO DIÁRIO OFICIAL DE SC DE 08 DE ABRIL DE 2020;http://transparenciacovid19.sc.gov.br/consultas;leito;leitos;1 unidade;NA;NA
14/04/2020;Municipal;Florianópolis/SC;SC;Saúde;FLORIANOPOLIS;Aquisição de Insumos;Contratação de empresa especializada para fornecimento de teste coronavirus (COVID-19) IgG/IgM (teste rápido): imunoensaio cromatográfico rápido para a detecção qualitativa dos anticorpos IgG e IgM para COVID-19 em sangue total, soro ou plasma como auxilio ao diagnóstico de infecções primarias e secundarias pelo novo coronavirus, para utilização nas ações de enfrentamento ao COVID-19;;;N° 179/SMA/DSLC/2020;Oltramed Comercio de Produtos Médicos Ltda;14.829.987/0001-66;R$ 4.000.000,00;Informação não disponível no Diário Oficial e no Portal da Transparência;Informação não disponível no Diário Oficial e no Portal da Transparência;Unidade;PUBLICADO NO DIÁRIO OFICIAL DA UNIÃO EM 14 DE ABRIL DE 2020 e no Diário Oficial de Florianópolis também neste dia.;;Kit Teste Rápido;teste;1 unidade;NA;NA
14/04/2020;Estadual;---/SC;SC;Saúde;GOVERNO DE SC;Aquisição de Bens;Aquisição de peças para manutenção de 12 ventiladores pulmonares da marca Maquet;;;705/2020;Globalmed Suporte de Material Terapêutico Ltda.;;R$ 163.097,03;;;Unidade;PUBLICADO NO DIÁRIO OFICIAL DE SC DE 13 DE ABRIL;http://transparenciacovid19.sc.gov.br/consultas;Ventilador Pulmonar;respirador - ventilador;1 unidade;NA;NA
14/04/2020;Estadual;---/SC;SC;Saúde;GOVERNO DE SC;Contratação de Serviços;Manutenção corretiva de ventilador pulmonar da marca Maquet.;;;634/2020;Globalmed Suporte de Material Terapêutico Ltda.;;R$ 23.249,55;;;Unidade;PUBLICADO NO DIÁRIO OFICIAL DE SC DE 13 DE ABRIL;http://transparenciacovid19.sc.gov.br/consultas;Ventilador Pulmonar;respirador - ventilador;1 unidade;NA;NA
15/04/2020;Municipal;Florianópolis/SC;SC;Saúde;Florianópolis;Aquisição de Insumos;Contratação de empresa especializada para fornecimento de teste coronavirus (COVID-19) IgG/IgM (teste rápido): imunoensaio cromatográfico rápido para a detecção qualitativa dos anticorpos IgG e IgM para COVID-19 em sangue total, soro ou plasma como auxilio ao diagnóstico de infecções primarias e secundarias pelo novo coronavirus, para utilização nas ações de enfrentamento ao COVID-19;;;Dispensa de Licitação;Medlevensohn Comercio e Representações de Produtos Hospitalares Ltda. ; 05.343.029/0001-90 ;R$ 1.550.000,00;;;Unidade;Diário Oficial de Florianópolis de 06 de abril de 2020;;Kit Teste Rápido;teste;1 unidade;NA;NA
15/04/2020;Estadual;---/SC;SC;Saúde;A SECRETARIA DE ESTADO DA SAÚDE/FES;Aquisição de Insumos;Aquisição emergencial de máscaras cirúrgicas.;;;Dispensa de Licitação (DL) 790/2020. PSES 38655/2020, CIG/SES 41917/2020; Cremer SA. ;82.641.325/0043-77;R$ 3.389.100,00;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;;Página 20 do Diário Oficial de SC de 06 de abril de 2020 e http://www.transparencia.sc.gov.br/documentos/extrato/doc/empenho?empenhofiltro[]=480091|2020NE012526;http://transparenciacovid19.sc.gov.br/consultas;Máscara Cirúrgica;mascara;1 unidade;NA;NA
15/04/2020;Estadual;---/SC;SC;Saúde;A SECRETARIA DE ESTADO DA SAÚDE/FES.;Aquisição de Insumos;Aquisição de kit de testes rápido para análise de dengue, chikungunya e zika vírus (Covid-19).;;;Dispensa de Licitação (DL) 762/2020.; Laborsys Produtos Diagnósticos Hospitalares Ltda. ;;R$ 159.938,00;;;Unidade;Página 20 do Diário Oficial de SC de 06 de abril de 2020.;http://transparenciacovid19.sc.gov.br/consultas;Kit Teste Rápido;teste;1 unidade;NA;NA
16/04/2020;Estadual;---/SC;SC;Saúde;A SECRETARIA DE ESTADO DA SAÚDE/FES.;Aquisição de Insumos;Aquisição emergencial de máscaras respiradoras semi-facial.;;;Dispensa de Licitação (DL) 672/2020.; Biogeoenergy Fabricação e Locação de Equipamentos Ltda. ;33.578.004/0001-00;R$ 140.800,00;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;;Página 20 do Diário Oficial de SC de 06 de abril de 2020 e http://www.transparencia.sc.gov.br/documentos/extrato/doc/empenho?empenhofiltro[]=480091|2020NE011444;http://transparenciacovid19.sc.gov.br/consultas;Material Hospitalar;mascara;1 unidade;NA;NA
16/04/2020;Estadual;---/SC;SC;Segurança;SECRETARIA DE ESTADO DA SEGURANÇA PÚBLICA POLÍCIA MILITAR DE SANTA CATARINA;Aquisição de Insumos;Contratação de empresa para fornecimento de LUVAS E MÁSCARAS DESCARTÁVEIS para uso do efetivo da Polícia Militar.;;;DISPENSA DE LICITAÇÃO Nº 74/PMSC/2020.;MEDMED COMERCIO DE MATERIAIS HOSPITALARES EIRELLI;;R$ 137.000,00;;;Par;Página 20 do Diário Oficial de SC de 06 de abril de 2020.;http://transparenciacovid19.sc.gov.br/consultas;Luva;mascara;1 unidade;NA;NA
16/04/2020;Estadual;---/SC;SC;Segurança;Fundo de Melhoria da Polícia Civil.;Aquisição de Insumos;AQUISIÇÃO DE ÁLCOOL EM GEL, FRASCO DE 500 ML,;;;DISPENSA DE LICITAÇÃO N.º 039/CPL/DGPC/2020;PKB PRODUTOS QUIMICOS LTDA.;01.648.513/0001-76;R$ 60.000,00;10.000;6,00;frasco;http://www.transparencia.sc.gov.br/contratos/extratosigef?gestaofiltro[]=16084&unidadegestorafiltro[]=160084&nucontratofiltro[]=2020CT002440;http://transparenciacovid19.sc.gov.br/consultas;Álcool;alcool;1 litro;12,00;5000,00
16/04/2020;Estadual;---/SC;SC;Saúde;SECRETARIA DE ESTADO DA SAÚDE/FES;Aquisição de Insumos;Aquisição de Exames de Análises Clínicas – HRSJ, HST e ICSC.;;;Dispensa de Licitação 3153/19, PSES 120694/19; Laboratório Bioclínico São José Ltda. ;;R$ 2.380.923,30;;;Unidade;Página 16 do Diário Oficial de SC de 07 de abril de 2020.;http://transparenciacovid19.sc.gov.br/consultas;Kit Teste Rápido;teste;1 unidade;NA;NA
16/04/2020;Estadual;---/SC;SC;Saúde;SECRETARIA DE ESTADO DA SAÚDE/FES;Aquisição de Insumos;Aquisição emergencial de máscaras N95.;;;(DL) 752/2020.;Medic-Help Comércio Atacadista e Assistência Técnica Ltda.;31.180.745/0001-03;R$ 2.490.000,00;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.; unidade;Página 18 do Diário Oficial de SC de 01 de abril de 2020 e http://www.transparencia.sc.gov.br/documentos/extrato/doc/empenho?empenhofiltro[]=480091|2020NE011013;http://transparenciacovid19.sc.gov.br/consultas;Máscara N-95;mascara n-95;1 unidade;NA;NA
16/04/2020;Estadual;---/SC;SC;Saúde;SECRETARIA DE ESTADO DA SAÚDE/FES;Aquisição de Insumos;Aquisição emergencial de máscara/protetor facial de proteção.;;;(DL) 748/2020.;Hannover Plásticos Ltda.;04.626.152/0001-55;R$ 90.000,00;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;;Página 18 do Diário Oficial de SC de 01 de abril de 2020 e http://www.transparencia.sc.gov.br/documentos/extrato/doc/empenho?empenhofiltro[]=480091|2020NE011018;http://transparenciacovid19.sc.gov.br/consultas;Máscara Cirúrgica;mascara;1 unidade;NA;NA
17/04/2020;Estadual;---/SC;SC;;;Aquisição de Insumos;Galão de 5 litros de Álcool Gel 70%;;;DISPENSA DE LICITAÇÃO 008/SAP/2020;BMI Prosper Eireli;;R$ 119.600,00;2.000;59,80;galão;http://www.transparencia.sc.gov.br/contratos/extratosigef?gestaofiltro[]=54096&unidadegestorafiltro[]=540096&nucontratofiltro[]=2020CT002382;http://transparenciacovid19.sc.gov.br/consultas;Álcool;alcool;1 litro;11,96;10000,00
17/04/2020;Estadual;---/SC;SC;;;Aquisição de Insumos;Máscara cirúrgica descartável confeccionada em três camadas, sendo duas externas em não tecido de cor branca, atóxico, hipoalergênico, inodoro, modelo retangular, dispositivo de ajuste nasal, laterais de comprimento adequado em elástico para fixação, gramatura de 30 as 80gm/m2. Embalagem coletivo, contendo dados de identificação, lote, validade, tipo de esterilização e procedência, Registro no MS.;;;;cremer;;R$ 338.910,00;2600 pacotes sem especificação;130,35;;http://www.transparencia.sc.gov.br/contratos/extratosigef?gestaofiltro[]=54096&unidadegestorafiltro[]=540096&nucontratofiltro[]=2020CT002421;http://transparenciacovid19.sc.gov.br/consultas;Máscara Cirúrgica;mascara;1 unidade;NA;NA
17/04/2020;Estadual;---/SC;SC;Segurança;POLÍCIA MILITAR DE SANTA CATARINA;Aquisição de Insumos;aquisição de luvas em látex descartáveis para uso da PMSC;;;DISPENSA DE LICITAÇÃO Nº 070/PMSC/2020;SUPRIMIX SUPRIMENTOS LTDA. ;;R$ 56.034,00;;;Par;Página 18 do Diário Oficial de SC de 31 de março de 2020.;http://transparenciacovid19.sc.gov.br/consultas;Luva;luva;1 par;NA;NA
17/04/2020;Estadual;---/SC;SC;Segurança;POLÍCIA MILITAR DE SANTA CATARINA;Aquisição de Insumos;aquisição de máscaras descartáveis para PMSC;;;DISPENSA DE LICITAÇÃO Nº 069/PMSC/2020;MEDMEDE COMÉRCIO DE MATERIAIS HOSPITALARES EIRELI. ;;R$ 87.000,00;;;;Página 18 do Diário Oficial de SC de 31 de março de 2020.;http://transparenciacovid19.sc.gov.br/consultas;Máscara Cirúrgica;mascara;1 unidade;NA;NA
17/04/2020;Estadual;---/SC;SC;Segurança;FUNDO DE MELHORIA DA POLÍCIA CIVIL;Aquisição de Insumos;LUVA DE LATEX, TAMANHO GRANDE, CAIXA COM 100 UNIDADES  - MARCA: BOMPACK;;;DiSPeNSa De LiCitaÇÃO N.º 034/CPL/DgPC/2020;ataCaDO LitOraL CatariNeNSe LtDa Me. ;09.006.278/0001-40;R$ 37.366,00;1.400;26,69;Par;Página 14 do Diário Oficial de SC de 25 de março de 2020 e http://www.transparencia.sc.gov.br/contratos/extratosigef?gestaofiltro[]=16084&unidadegestorafiltro[]=160084&nucontratofiltro[]=2020CT002314;http://transparenciacovid19.sc.gov.br/consultas;caixa;luva;1 par;0,27;140000,00
17/04/2020;Estadual;---/SC;SC;;;Aquisição de Insumos;LUVA DE LATEX, TAMANHO MEDIO, CAIXA COM 100 UNIDADES - MARCA: BOMPACK;;;DiSPeNSa De LiCitaÇÃO N.º 034/CPL/DgPC/2020;ataCaDO LitOraL CatariNeNSe LtDa Me. ;09.006.278/0001-40;R$ 37.366,00;1.200;26,69;Par;Página 14 do Diário Oficial de SC de 25 de março de 2020 e http://www.transparencia.sc.gov.br/contratos/extratosigef?gestaofiltro[]=16084&unidadegestorafiltro[]=160084&nucontratofiltro[]=2020CT002314;http://transparenciacovid19.sc.gov.br/consultas;caixa;luva;1 par;0,27;120000,00
17/04/2020;Estadual;---/SC;SC;;;Aquisição de Insumos;LUVA DE LATEX, TAMANHO PEQUENO, CAIXA COM 100 UNIDADES - MARCA: BOMPACK;;;DiSPeNSa De LiCitaÇÃO N.º 034/CPL/DgPC/2020;ataCaDO LitOraL CatariNeNSe LtDa Me. ;09.006.278/0001-40;R$ 37.366,00;400;26,69;Par;Página 14 do Diário Oficial de SC de 25 de março de 2020 e http://www.transparencia.sc.gov.br/contratos/extratosigef?gestaofiltro[]=16084&unidadegestorafiltro[]=160084&nucontratofiltro[]=2020CT002314;http://transparenciacovid19.sc.gov.br/consultas;caixa;luva;1 par;0,27;40000,00
20/04/2020;Estadual;---/SC;SC;Segurança;Secretaria de Estado da Administração Prisional e Socioeducativa - SAP;Aquisição de Insumos;CONTRATA ÇÃO EMERGENCIAL - AQUISIÇÃO DE MATERIAIS PARA FABRICAÇÃO DE MÁSCARAS DESCARTÁVEIS, NA PREVENÇÃO, CONTROLE E ENFRENTA MENTO DO CORONAVÍRUS (COVID-19), na conformidade dos processos que adiante seguem - TECIDO DE TNT SSMMS, confeccionado em tecido não tecido 100% polipropileno (TNT), tecnologia SMMMS (spunbound + melt + melt + melt + spundound), contendo 3 camadas (tripla), na cor branca, hidro/hemorrepelente, atóxico, não inflamável, resistente ao rasgo e a tração, com filtro oferecendo um BFE (Eficiência de Filtração Bacteriana) superior a 95%, gramatura não inferior à 50gramas/m2, tecido medindo no mínimo 175mm de largura, para fabricação de máscaras descartáveis, devendo conter Laudo de Laboratório do tecido que comprove a gramatura e filtragem solicitada.;;;Dispensa de Licitação nº 012/SAP-PACH/2020;JMS INDÚSTRIA E COMÉRCIO – EIRELI;84.951.649/0001-88 ;R$ 256.456,20;105105 m2;2,44;m2;Página 125 do Diário Oficial de SC de 17 de abril de 2020  e http://www.transparencia.sc.gov.br/contratos/extratosigef?gestaofiltro[]=54095&unidadegestorafiltro[]=540095&nucontratofiltro[]=2020CT002466;http://transparenciacovid19.sc.gov.br/consultas;Confecção;mascara;1 unidade;2,44;105105,00
20/04/2020;Estadual;---/SC;SC;Segurança;Fundo Penitenciário do Estado de Santa Catarina - FUPESC;Aquisição de Insumos;REFERENTE A AQUISIÇÃO DE ALCOOL PARA USO GERAL ALCOOL COM 70 INPM/LITRO, EMBALAGEM FRASCO 1 LITRO;;;Registro de Preços do PE 27/SEA/2019;MAYCON WILL EIRELI;18.712.730/0001-80 ;R$ 43.820,00;14.000;3,13; Litro;http://www.transparencia.sc.gov.br/contratos/extratosigef?gestaofiltro[]=54096&unidadegestorafiltro[]=540096&nucontratofiltro[]=2019CT004509;http://transparenciacovid19.sc.gov.br/consultas;Álcool;alcool;1 litro;3,13;14000,00
20/04/2020;Estadual;---/SC;SC;Segurança;Fundo Penitenciário do Estado de Santa Catarina - FUPESC;Aquisição de Insumos;REFERENTE A AQUISIÇÃO DE ALCOOL PARA USO GERAL ALCOOL COM 70 INPM/LITRO, EMBALAGEM FRASCO 1 LITRO;;;Registro de Preços do PE 27/SEA/2019;PKB PRODUTOS QUIMICOS LTDA;01.648.513/0001-76;R$ 35.300,00;10.000;3,53; Litro;http://www.transparencia.sc.gov.br/contratos/extratosigef?gestaofiltro[]=54096&unidadegestorafiltro[]=540096&nucontratofiltro[]=2019CT004510;http://transparenciacovid19.sc.gov.br/consultas;Álcool;alcool;1 litro;3,53;10000,00
20/04/2020;Estadual;---/SC;SC;Segurança;Policia Civil;Aquisição de Insumos;ALCOOL PARA USO GERAL ALCOOL GEL,CONCENT.DE 70%,P/HIGIEN.C/ACAO ANTIMICROBIANA;;;;PKB PRODUTOS QUIMICOS LTDA;01.648.513/0001-76;R$ 33.480,00;12.000;2,79; Litro;http://www.transparencia.sc.gov.br/contratos/extratosigef?gestaofiltro[]=16084&unidadegestorafiltro[]=160084&nucontratofiltro[]=2019CT005931;http://transparenciacovid19.sc.gov.br/consultas;Álcool;alcool;1 litro;2,79;12000,00
20/04/2020;Estadual;---/SC;SC;Saúde;Secretaria de Estado da Saúde;Aquisição de Insumos;Luva de procedimento descartável,tamanho P, M,G;;;Dispensa de Licitação;LIVE COMERCIO DE MATERIAL HOSPITALAR EIRELI;10.842.393/0001-34;R$ 2.474.640,00;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;Par;Sem publicação no Diário Oficial de SC e da União http://www.transparencia.sc.gov.br/documentos/extrato/doc/empenho?empenhofiltro[]=480091|2020NE010225;http://transparenciacovid19.sc.gov.br/consultas;Luva;luva;1 par;NA;NA
20/04/2020;Estadual;---/SC;SC;Saúde;Secretaria de Estado da Saúde;Aquisição de Insumos;Luva de procedimento descartáveltamanho pequeno( P,M,G);;;Dispensa de Licitação;SUPER SAFETY IMPORTACAO E EXPORTACAO EIRELI;10.241.516/0001-81 ;R$ 1.710.828,00;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;Par;Sem publicação no Diário Oficial da União e http://www.transparencia.sc.gov.br/documentos/extrato/doc/empenho?empenhofiltro[]=480091|2020NE010325;http://transparenciacovid19.sc.gov.br/consultas;Luva;luva;1 par;NA;NA
20/04/2020;Estadual;---/SC;SC;Saúde;Secretaria de Estado da Saúde;Aquisição de Bens;MONITOR MULTIPARÂMETROS Marca:GE Healthcare;;;Dispensa de Licitação;MONTEIRO ANTUNES - INSUMOS HOSPITALARES LTDA;04.078.043/0001-40;R$ 1.216.000,00;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;;Sem publicação no Diário Oficial da União e SC e http://www.transparencia.sc.gov.br/documentos/extrato/doc/empenho?empenhofiltro[]=480091|2020NE010675;http://transparenciacovid19.sc.gov.br/consultas;Eletrônicos;monitor;1 unidade;NA;NA
20/04/2020;Estadual;---/SC;SC;Saúde;Secretaria de Estado da Saúde;Aquisição de Bens;MONITOR MULTIPARÂMETROSMarca/Modelo: Alfamed - VITA 400ebásico;;;Dispensa de Licitação;ALFA MED SISTEMAS MEDICOS LTDA;11.405.384/0001-49;R$ 748.000,00;;;;Sem publicação nos Diários Oficiais e http://www.transparencia.sc.gov.br/documentos/extrato/doc/empenho?empenhofiltro[]=480091|2020NE010680;http://transparenciacovid19.sc.gov.br/consultas;Eletrônicos;monitor;1 unidade;NA;NA
20/04/2020;Estadual;---/SC;SC;Saúde;Secretaria de Estado da Saúde;Aquisição de Insumos;AQUISIÇÃO DE ALMOTOLIAS DESCARTÁVEL COM ÁLCOOL GEL 70% GLICERINADO PARA HIGIENIZAÇÃO DAS MÃOS;;;;PKB PRODUTOS QUIMICOS LTDA;01.648.513/0001-76;R$ 120.000,00;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.; Litro;http://www.transparencia.sc.gov.br/documentos/extrato/doc/empenho?empenhofiltro[]=480091|2020NE011338;http://transparenciacovid19.sc.gov.br/consultas;Álcool;alcool;1 litro;NA;NA
20/04/2020;Estadual;---/SC;SC;Saúde;Secretaria de Estado da Saúde;Aquisição de Bens;VENTILADOR PULMONAR MARCA/MODELO: Respirador medical C35;;;Dispensa de Licitação;VEIGAMED MATERIAL MEDICO E HOSPITALAR EIRELI;02.482.618/0001-60;R$ 33.000.000,00;200;165.000,00;Unidade;http://www.tce.sc.gov.br/sites/default/files/Boletim_DIE_Aquisi%C3%A7%C3%A3o_Respiradores_2020_04_28.pdf >>>Sem publicação nos Diários oficiais e http://www.transparencia.sc.gov.br/documentos/extrato/doc/empenho?empenhofiltro[]=480091|2020NE011422 e http://www.transparencia.sc.gov.br/documentos/extrato/doc/empenho?empenhofiltro[]=480091|2020NE012029;http://transparenciacovid19.sc.gov.br/consultas;Ventilador Pulmonar;respirador - ventilador;1 unidade;165000,00;200,00
20/04/2020;Estadual;---/SC;SC;Saúde;Secretaria de Estado da Saúde;Aquisição de Insumos;AQUISIÇÃO DE MÁSCARA FACIAL SEM VISEIRA;;;Dispensa de Licitação;BIOGEOENERGY FABRICACAO E LOCACAO DE EQUIPAMENTOS LTDA ;33.578.004/0001-00;R$ 65.268,00;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;;http://www.transparencia.sc.gov.br/documentos/extrato/doc/empenho?empenhofiltro[]=480091|2020NE011442;http://transparenciacovid19.sc.gov.br/consultas;Máscara Cirúrgica;mascara;1 unidade;NA;NA
20/04/2020;Estadual;---/SC;SC;;;Aquisição de Insumos;Aquisição de 20mil máscaras cirúrgicas descartáveis para a Polícia Civil (enfrentamento à Covid-19),;PCSC 33851/2020;;DL 35/CPL/DGPC/2020;GOEDERT LTDA;79.846.465/0001-18;R$ 27.600,00;20.000;1,38;;http://www.transparencia.sc.gov.br/documentos/extrato/doc/empenho?empenhofiltro[]=160084|2020NE000925;http://transparenciacovid19.sc.gov.br/consultas;Máscara Cirúrgica;mascara;1 unidade;1,38;20000,00
20/04/2020;Estadual;---/SC;SC;Saúde;Secretaria de Estado da Saúde;Aquisição de Bens;AQUISIÇÃO ATRAVÉS DE IMPORTAÇÃO DE 100 EQUIPAMENTOS RESPIRADORES P/ SUH;;;Dispensa de Licitação;INTELBRAS S A INDUSTRIA DE TELECOMUNICACAO ELETRONICA BRASILEIRA;82.901.000/0001-27;R$ 6.835.501,50;100;68.355,02;Unidade;http://www.transparencia.sc.gov.br/documentos/extrato/doc/empenho?empenhofiltro[]=480091|2020NE012514;http://transparenciacovid19.sc.gov.br/consultas;Ventilador Pulmonar;respirador - ventilador;1 unidade;68355,02;100,00
20/04/2020;Estadual;---/SC;SC;Saúde;Secretaria de Estado da Saúde;Aquisição de Insumos;Máscara respiradora semi-facial, paraproteção de agentesbiológicos;PSES 42116/2020;;Dispensa de Licitação;BIOGEOENERGY FABRICACAO E LOCACAO DE EQUIPAMENTOS LTDA;33.578.004/0001-00;R$ 220.000,00;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;;http://www.transparencia.sc.gov.br/documentos/extrato/doc/empenho?empenhofiltro[]=480091|2020NE012839;http://transparenciacovid19.sc.gov.br/consultas;Material Hospitalar;mascara;1 unidade;NA;NA
20/04/2020;Estadual;---/SC;SC;Saúde;Secretaria de Estado da Saúde;Aquisição de Insumos;Luva de procedimento descartável E OUTROS;Pregão Eletrônico;;Pregão Eletrônico;SOMA SC PRODUTOS HOSPITALARES LTDA;05.531.725/0001-20;R$ 151.457,28;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;Par;http://www.transparencia.sc.gov.br/documentos/extrato/doc/empenho?empenhofiltro[]=480091|2020NE012890;http://transparenciacovid19.sc.gov.br/consultas;Luva;luva;1 par;NA;NA
20/04/2020;Estadual;---/SC;SC;Saúde;Secretaria de Estado da Saúde;Aquisição de Insumos;Luvas M de látex e Luvas P sem látexitens 9598075 e 9598027;PSES 42896/2020;;Dispensa de Licitação;DESCARPACK DESCARTAVEIS DO BRASIL LTDA;01.057.428/0002-14;R$ 1.716.000,00;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;Par;http://www.transparencia.sc.gov.br/documentos/extrato/doc/empenho?empenhofiltro[]=480091|2020NE013024;http://transparenciacovid19.sc.gov.br/consultas;Luva;luva;1 par;NA;NA
20/04/2020;Estadual;---/SC;SC;Saúde;Secretaria de Estado da Saúde;Aquisição de Insumos;Luvas: P e G de látex e M e G sem látex itens 9598074, 9598076, 9598028 e 9598029;PSES 42896/2020;;Dispensa de Licitação;DESCARPACK DESCARTAVEIS DO BRASIL LTDA;01.057.428/0002-14;R$ 3.732.000,00;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;Informação não disponível no Diário Oficial e na Nota de Empenho do Portal da Transparência.;Par;http://www.transparencia.sc.gov.br/documentos/extrato/doc/empenho?empenhofiltro[]=480091|2020NE013027;http://transparenciacovid19.sc.gov.br/consultas;Luva;luva;1 par;NA;NA
22/04/2020;Estadual;---/SC;SC;Segurança;Secretaria de Estado da Segurança Pública;Aquisição de Insumos;AQUISIÇÃO DE MATERIAL DE EXPEDIENTE - LUVAS DESCARTÁVEIS;PMSC24527/2019;;ATA DE REGISTRO DE PREÇOS 046/PMSC/2019;RC TEIVE COMERCIO E DISTRIBUICAO LTDA;04.176.836/0001-00;R$ 56.832,80;;;Par;http://www.transparencia.sc.gov.br/documentos/extrato/doc/empenho?empenhofiltro[]=160097|2020NE002737;http://transparenciacovid19.sc.gov.br/consultas;Luva;luva;1 par;NA;NA
